"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"764","Brian Halonen","N.J","L","9","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"765","Marc Gatcomb","NYI","C","34","1.3","0","0","0","0","0","-","2","0.00","0.76","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"766","Ben Meyers","SEA","C","36","2.9166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","100.00"
"767","Kenny Connors","L.A","C","2","0.5666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"768","Elias Pettersson","VAN","D","52","3.65","0","0","0","0","0","-","1","0.00","0.05","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"769","Nikita Grebenkin","PHI","R","47","10.6","0","0","0","0","0","-","1","0.00","0.13","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"770","Dominic James","T.B","C","43","27.816666666666666","0","0","0","0","0","0.00","2","0.00","0.46","5","4","4","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","50.00"
"771","Victor Mancini","VAN","D","12","2.1166666666666667","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"772","Sandis Vilmanis","FLA","L","19","5.4","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"773","Xavier Parent","N.J","C","5","0.06666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"774","Ivan Ivan","COL","C","7","1.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"775","Parker Ford","WPG","C","11","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"776","Gavin Brindley","COL","C","48","47.86666666666667","0","0","0","0","0","-","8","0.00","1.45","13","11","10","3","0","2","2","1","1","0","0","1","4","0","0","5","0","1","6","14.29"
"777","Hunter Brzustewicz","CGY","D","18","14.366666666666667","0","0","0","0","0","-","1","0.00","0.04","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"778","Lenni Hameenaho","N.J","R","15","6.75","0","0","0","0","0","-","1","0.00","0.05","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"779","Samuel Honzek","CGY","L","18","1.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"780","Luca Pinelli","CBJ","C","3","2.1166666666666667","0","0","0","0","0","-","1","0.00","0.06","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"781","Otto Stenberg","STL","C","18","8.966666666666667","0","0","0","0","0","-","1","0.00","0.2","2","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"782","Zach Metsa","BUF","D","31","0.06666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"783","Nikolas Matinpalo","OTT","D","30","0.16666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"784","Dmitri Simashev","UTA","D","25","1.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"785","Connor Clattenburg","EDM","C","5","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"786","Jett Luchanko","PHI","C","4","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"787","Michael Brandsegg-Nygård","DET","R","9","12.65","0","0","0","0","0","0.00","0","-","0.28","4","2","2","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","-"
"788","Sam Dickinson","S.J","D","50","12.916666666666666","0","0","0","0","0","-","0","-","0.16","1","1","1","0","0","0","2","1","1","0","0","0","1","0","0","1","0","0","0","-"
"789","Sam Morton","CGY","C","3","0.11666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"790","Harrison Brunicke","PIT","D","9","3.5166666666666666","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"791","Jacob Quillan","TOR","C","5","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"792","Mikulas Hovorka","FLA","D","1","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"793","Arttu Hyry","DAL","R","4","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"794","Maxim Tsyplakov","N.J, NYI","R","37","5.716666666666667","0","0","0","0","0","-","0","-","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"795","Kai Uchacz","VGK","C","3","1.2166666666666668","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","33.33"
"796","Braeden Cootes","VAN","C","3","3.4166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"797","Brady Martin","NSH","C","3","4.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0.00"
"798","Tim Washe","ANA","C","19","0.7166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","100.00"
